nombre,apellido,producto,cantidad,precio_unitario,canal_venta
Carlos,Diaz,Alpha Boligrafo,1,163.46,Distribuidor
Juan,Perez,Prime Parlante,5,58.87,Ecommerce
Camila,Hernandez,Fresh Olla,5,6.7,Tienda
Pedro,Gonzalez,Quick Switch,4,96.0,Ecommerce
Carlos,Ramirez,Cielo Sacapuntas,2,53.19,Marketplace
Pedro,Garcia,Paisa Mouse,2,87.93,Ecommerce
Juan,Sanchez,Plus Cinta,3,30.92,CallCenter
Andres,Martinez,Basic Cuchillo,4,89.16,Tienda
Juan,Martinez,Cafe Mousepad,2,17.13,Tienda
Juan,Garcia,Opti Talonario,1,895.27,Distribuidor
Juan,Hernandez,Silver Sarten,3,496.65,CallCenter
Camila,Rodriguez,Neo Camisa,4,60.39,Ecommerce
jorge,perez,Montana Tijera,1,209.77,Tienda
Luisa,Garcia,Plus Drone,2,338.34,CallCenter
Carlos,Gonzalez,Sierra Afeitadora,2,175.91,Ecommerce
Pedro,Gonzalez,Magna Termo,2,53.67,Ecommerce
Ana,Diaz,Smart Camisa,2,97.34,Distribuidor
maria,gonzalez,Alpha Lampara,5,168.85,Ecommerce
Jorge,Martinez,Paisa Boligrafo,3,158.86,Ecommerce
Maria,Martinez,Giga Extensor,3,9.64,CallCenter
Ana,Garcia,Giga Plato,2,37.45,Ecommerce
Carlos,Hernandez,Oro Auriculares,3,120.8,CallCenter
andres,perez,Max Afeitadora,1,17.87,Marketplace
Jorge,Rodriguez,Smart Muñeco,1,405.93,Ecommerce
Andres,Diaz,Sabana Crema,3,104.22,Marketplace
Camila,Ramirez,Andino Muñeco,2,97.37,CallCenter
Jorge,Gonzalez,Lago Cuchillo,4,27.19,CallCenter
Luisa,Sanchez,Prime Archivador,2,16.68,Marketplace
Carlos,Martinez,Aero Crema,5,163.99,Tienda
Maria,Diaz,Pro Toalla,4,572.65,Ecommerce
Andres,Ramirez,Neo Boligrafo,5,74.57,Ecommerce
Maria,Perez,Golden Cereal,3,381.84,Tienda
Maria,Ramirez,Basic Drone,5,145.04,Distribuidor
Andres,Garcia,Montana Crema,3,131.89,Tienda
Luisa,Perez,Bright Pantalon,5,21.63,Ecommerce
Maria,Sanchez,Cafe Teclado,4,12.85,Tienda
Jorge,Rodriguez,Active Botella,5,106.4,Distribuidor
Carlos,Garcia,Power Plato,2,11.14,Ecommerce
Luisa,Rodriguez,Pro Guante,3,19.17,Ecommerce
juan,rodriguez,Crystal Licuadora,1,24.27,Distribuidor
Sofia,Garcia,Elite Webcam,5,77.8,Marketplace
Carlos,Lopez,Bosque Cinta,3,212.96,Marketplace
Camila,Diaz,Opti Auriculares,1,39.56,Marketplace
Juan,Rodriguez,Oro Lampara,3,145.18,Marketplace
Maria,Diaz,Nova Marcador,3,229.98,Tienda
Carlos,Garcia,Flex Gorra,1,98.17,CallCenter
Pedro,Hernandez,Bright Galleta,1,129.62,Marketplace
Maria,Sanchez,Quick Balon,4,131.61,Marketplace
Juan,Hernandez,Cielo Cuchillo,5,8.72,Marketplace
Jorge,Garcia,Alpha Cepillo,5,219.49,Tienda
Carlos,Sanchez,Aqua Cereal,3,34.32,CallCenter
Carlos,Ramirez,Metro Muñeco,2,50.01,CallCenter
Jorge,Diaz,Cool Parlante,2,42.1,CallCenter
Andres,Perez,Lite Cinta,3,37.35,Distribuidor
Camila,Gonzalez,Giga ProtectorSolar,4,75.56,Ecommerce
Ana,Rodriguez,Cordillera Telefono,1,67.01,Marketplace
Camila,Garcia,Paisa Talonario,3,195.69,Tienda
Camila,Rodriguez,Max Balon,5,642.13,Marketplace
Andres,Hernandez,Bright Carpa,2,88.29,Marketplace
Pedro,Rodriguez,Andes Regla,2,98.16,Tienda
Sofia,Gonzalez,Basic Shampoo,2,132.24,Distribuidor
Andres,Garcia,Golden Cuaderno,4,175.64,Tienda
Camila,Sanchez,Fresh Teclado,5,88.75,Ecommerce
Luisa,Lopez,Cool Pegante,4,34.17,Marketplace
Carlos,Ramirez,Prime Bicicleta,1,30.5,Marketplace
juan,ramirez,Basic Teclado,3,90.81,Marketplace
Luisa,Rodriguez,Crystal Rompecabezas,3,462.45,Distribuidor
Maria,Hernandez,Lago Crema,2,30.96,Marketplace
Ana,Rodriguez,Omega Tijera,2,138.18,CallCenter
Pedro,Sanchez,Andes Gorra,1,51.22,Tienda
Carlos,Rodriguez,Bright Boligrafo,4,346.37,Ecommerce
Sofia,Diaz,Crystal Shampoo,5,25.86,Tienda
Carlos,Perez,Active Balon,1,26.85,Ecommerce
Pedro,Rodriguez,Rio Gorra,3,112.44,Tienda
Juan,Hernandez,Aqua Mouse,3,88.93,Tienda
Maria,Ramirez,Basic Switch,4,105.52,Tienda
Ana,Martinez,Aero Pegante,1,409.33,Tienda
Juan,Ramirez,Selva Pelota,5,105.08,Tienda
Camila,Lopez,Elite Raqueta,1,17.67,CallCenter
Andres,Sanchez,Cool Lampara,1,43.35,CallCenter
Andres,Garcia,Crystal Plato,4,82.12,Marketplace
Sofia,Hernandez,Silver Talonario,5,273.77,Distribuidor
Sofia,Rodriguez,Cacao Colchoneta,3,140.33,CallCenter
Sofia,Lopez,Lite Tenedor,2,112.55,Ecommerce
Sofia,Rodriguez,Pacifica Chocolate,5,25.62,Tienda
Jorge,Diaz,Max Galleta,3,88.0,Distribuidor
Ana,Garcia,Lago PowerBank,4,149.72,CallCenter
Andres,Garcia,Plus Raqueta,5,34.23,CallCenter
Maria,Lopez,Max Termo,5,12.05,Distribuidor
Carlos,Lopez,Rio Mochila,3,609.43,Ecommerce
Pedro,Gonzalez,Llanero Cereal,3,63.26,CallCenter
Camila,Garcia,Pacifica Talonario,1,10.58,CallCenter
Sofia,Perez,Eco Estante,1,4.42,Marketplace
Pedro,Gonzalez,Nano Estante,5,7.37,Distribuidor
sofia,martinez,Cafetal Estante,2,46.38,CallCenter
Ana,Hernandez,Silver Tijera,4,144.75,CallCenter
Andres,Perez,Giga Maceta,3,29.69,CallCenter
Andres,Lopez,Pacifica Telefono,1,59.85,Distribuidor
Maria,Garcia,Cool Guante,4,52.62,Tienda
Andres,Martinez,Bosque Linterna,5,20.17,Marketplace
Maria,Gonzalez,Montana Lampara,3,9.78,Tienda
Pedro,Rodriguez,Andes Zapatilla,3,17.79,Ecommerce
Jorge,Gonzalez,Alpha Webcam,1,64.97,Marketplace
Sofia,Hernandez,Sabana Telefono,2,4.46,Distribuidor
Luisa,Hernandez,Quick Termo,3,111.64,Marketplace
Juan,Martinez,Lago Pantalon,2,137.14,Marketplace
Juan,Ramirez,Smart Gorra,4,129.87,Marketplace
Juan,Hernandez,Llanero Webcam,3,24.15,Ecommerce
Juan,Perez,Magna Botella,3,100.28,CallCenter
Ana,Ramirez,Active Termo,2,582.96,Distribuidor
Andres,Hernandez,Cacao Camisa,1,36.13,Marketplace
Juan,Lopez,Giga Sacapuntas,5,22.21,Tienda
camila,lopez,Cordillera Maceta,4,195.4,CallCenter
Sofia,Hernandez,Royal Pelota,3,185.5,Ecommerce
Jorge,Hernandez,Andes Botella,1,152.54,Ecommerce
Sofia,Ramirez,Cordillera Cepillo,3,28.3,Tienda
Sofia,Perez,Quick Carpa,4,25.97,Marketplace
ana,garcia,Mini Termo,5,142.85,Ecommerce
Carlos,Sanchez,Magna Papel,3,7.54,Distribuidor
Maria,Perez,Cafetal Resaltador,2,222.39,Ecommerce
Sofia,Perez,Andes Linterna,1,76.38,Marketplace
Sofia,Martinez,Metro Cable,5,54.41,Tienda
Pedro,Martinez,Giga Toalla,3,11.47,Marketplace
Sofia,Hernandez,Lago Plato,5,23.23,Marketplace
Andres,Diaz,Fresh Copa,2,96.81,Ecommerce
Pedro,Ramirez,Cool Estante,3,30.82,Ecommerce
Carlos,Diaz,Sierra Teclado,5,20.68,Marketplace
Camila,Garcia,Pacifica Marcador,3,86.09,Distribuidor
Andres,Martinez,Lite Papel,3,70.74,Distribuidor
Jorge,Garcia,Andes Licuadora,5,82.5,Tienda
Maria,Martinez,Cafetal Mouse,3,30.2,Marketplace
Luisa,Sanchez,Silver PowerBank,2,182.26,Marketplace
Pedro,Perez,Sabana Perfume,5,130.1,Distribuidor
Ana,Sanchez,Neo Zapatilla,5,15.75,Ecommerce
Jorge,Ramirez,Royal Cinta,2,47.82,Marketplace
Jorge,Ramirez,Cool Maceta,2,3.98,CallCenter
Andres,Garcia,Cafetal Guitarra,2,695.96,Distribuidor
Sofia,Rodriguez,Cafe Cafetera,3,491.39,Tienda
Maria,Lopez,Neo Biberon,3,89.29,Tienda
Luisa,Sanchez,Mini Mousepad,4,12.41,Distribuidor
Maria,Lopez,Golden Afeitadora,3,101.1,Marketplace
Camila,Hernandez,Andino Muñeco,2,97.37,Distribuidor
Carlos,Diaz,Selva Licuadora,4,31.35,Tienda
Sofia,Rodriguez,Alpha Guitarra,2,110.51,Distribuidor
Ana,Sanchez,Flex Guante,1,75.33,Marketplace
juan,diaz,Cool Tijera,5,16.44,Ecommerce
Carlos,Hernandez,Golden Resaltador,1,84.51,CallCenter
Camila,Rodriguez,Mini Olla,2,522.47,Ecommerce
Camila,Lopez,Cielo Resaltador,3,147.43,Marketplace
Maria,Lopez,Bosque Plancha,5,566.95,CallCenter
Jorge,Martinez,Bosque Webcam,3,35.06,CallCenter
Sofia,Ramirez,Neo Licuadora,3,194.83,Tienda
maria,lopez,Quick Marcador,5,1.48,CallCenter
Maria,Hernandez,Opti Cafetera,5,571.36,Distribuidor
Andres,Garcia,Smart Galleta,1,200.95,Tienda
Maria,Diaz,Nova Plato,2,63.34,Marketplace
Maria,Gonzalez,Omega Patin,3,132.28,Marketplace
Luisa,Garcia,Power Sarten,2,68.79,Distribuidor
Pedro,Lopez,Aero Guante,2,65.76,Distribuidor
Jorge,Martinez,Bosque Semilla,4,131.48,CallCenter
Sofia,Hernandez,Max Tenedor,1,34.48,CallCenter
Juan,Ramirez,Aero Chocolate,3,7.76,Tienda
Juan,Hernandez,Andino Carpa,5,637.67,CallCenter
Luisa,Lopez,Aero Raqueta,5,1.79,Tienda
Ana,Martinez,Power Carpa,2,99.41,Marketplace
Camila,Garcia,Mini Marcador,1,702.23,Ecommerce
Ana,Gonzalez,Neo Regla,1,13.96,Tienda
Luisa,Hernandez,Bright ProtectorSolar,3,12.24,Tienda
Ana,Hernandez,Paisa Perfume,3,141.92,CallCenter
Pedro,Sanchez,Aqua Cereal,2,34.32,Tienda
Maria,Garcia,Bright Pantalon,2,21.63,Tienda
Ana,Sanchez,Llanero Chaqueta,2,9.73,Ecommerce
Pedro,Diaz,Nano Rompecabezas,4,50.66,Tienda
Sofia,Gonzalez,Power Carpeta,1,168.48,CallCenter
Maria,Perez,Prime Licuadora,2,261.43,Marketplace
Andres,Martinez,Cacao Bicicleta,1,48.68,Ecommerce
Luisa,Diaz,Alpha Botella,5,38.37,Ecommerce
Camila,Gonzalez,Nano Raqueta,5,114.84,Marketplace
Juan,Hernandez,Active Boligrafo,1,21.84,CallCenter
Maria,Gonzalez,Basic Auriculares,5,107.37,Marketplace
Camila,Sanchez,Eco Guitarra,5,399.04,Distribuidor
Maria,Ramirez,Mini Cargador,5,14.75,Marketplace
Camila,Diaz,Alpha Zapatilla,3,59.37,Ecommerce
Sofia,Martinez,Basic Cinta,3,159.4,Marketplace
Juan,Hernandez,Quick Semilla,1,54.45,Ecommerce
Camila,Sanchez,Omega Rompecabezas,1,187.82,Distribuidor
Carlos,Lopez,Active Plato,4,327.97,CallCenter
Carlos,Rodriguez,Montana Silla,3,365.45,Ecommerce
Luisa,Diaz,Plus Carpeta,1,29.58,Marketplace
Ana,Martinez,Andes Chocolate,3,265.13,Marketplace
Ana,Gonzalez,Pro Mochila,4,19.1,Ecommerce
Sofia,Diaz,Aqua ProtectorSolar,1,670.6,Ecommerce
jorge,ramirez,Nova Semilla,1,49.71,CallCenter
Maria,Ramirez,Quick Crema,1,45.39,Distribuidor
Carlos,Ramirez,Eco Cuaderno,1,17.23,Tienda
Luisa,Perez,Andino Rompecabezas,2,32.52,Ecommerce
Juan,Lopez,Cafetal Auriculares,3,29.61,Ecommerce
Jorge,Hernandez,Magna Rompecabezas,3,71.73,Ecommerce
Camila,Garcia,Nano Cuaderno,3,98.65,CallCenter
Luisa,Gonzalez,Power Cereal,4,200.84,Marketplace
Carlos,Lopez,Andes Gorra,2,51.22,Marketplace
Ana,Lopez,Cafetal Archivador,3,27.42,CallCenter
Juan,Martinez,Lite Mouse,3,17.02,CallCenter
Juan,Martinez,Eco Patin,1,129.53,Ecommerce
Andres,Rodriguez,Royal Cafetera,1,133.98,Marketplace
Pedro,Hernandez,Power Zapatilla,1,80.15,Distribuidor
Sofia,Lopez,Aqua Extensor,3,112.56,Distribuidor
Carlos,Diaz,Sabana Colchoneta,1,42.48,Marketplace
Jorge,Rodriguez,Paisa Galleta,3,126.63,Ecommerce
Sofia,Sanchez,Active Galleta,4,171.87,Marketplace
Juan,Garcia,Quick Bicicleta,4,132.51,CallCenter
juan,ramirez,Cacao Resaltador,5,29.94,CallCenter
Maria,Martinez,Cacao Resaltador,2,29.94,Tienda
Maria,Diaz,Golden Pegante,1,93.63,Marketplace
Juan,Rodriguez,Sabana Biberon,1,29.89,Ecommerce
Andres,Gonzalez,Prime Teclado,2,376.29,CallCenter
Sofia,Martinez,Andino Patin,2,276.57,Ecommerce
Maria,Martinez,Rio Olla,5,114.42,Ecommerce
Sofia,Lopez,Cordillera Agenda,2,37.65,Ecommerce
Ana,Rodriguez,Bright Toalla,3,64.66,Marketplace
Pedro,Lopez,Lago Pegante,1,109.3,Ecommerce
Camila,Gonzalez,Opti Tripode,2,72.27,Marketplace
Maria,Garcia,Smart Pelota,3,22.12,Tienda
Pedro,Martinez,Oro Mousepad,2,21.01,Marketplace
Jorge,Rodriguez,Llanero Afeitadora,3,103.66,Marketplace
Jorge,Ramirez,Royal Tijera,4,26.35,CallCenter
Sofia,Rodriguez,Pro Rompecabezas,3,103.45,CallCenter
Juan,Garcia,Oro Mochila,5,361.46,Marketplace
Jorge,Ramirez,Golden Chocolate,3,322.36,CallCenter
Maria,Sanchez,Cordillera Switch,2,3.46,CallCenter
Pedro,Martinez,Max Licuadora,4,311.84,Distribuidor
Ana,Rodriguez,Crystal PowerBank,4,114.48,Tienda
Pedro,Ramirez,Plus Afeitadora,3,419.13,Ecommerce
Sofia,Sanchez,Fresh Mesa,2,11.28,Marketplace
Sofia,Rodriguez,Pro Zapatilla,4,173.11,Tienda
Camila,Ramirez,Prime Carpeta,3,155.38,Marketplace
Andres,Diaz,Opti Carpa,3,162.38,Distribuidor
Juan,Rodriguez,Cafe Licuadora,3,22.41,Ecommerce
Ana,Gonzalez,Giga Microfono,4,133.68,CallCenter
Andres,Lopez,Cordillera Botella,1,64.02,Ecommerce
Luisa,Sanchez,Neo Mousepad,2,98.88,Tienda
Luisa,Sanchez,Giga Regla,5,2.11,CallCenter
Andres,Diaz,Selva Cuaderno,5,14.67,CallCenter
Maria,Perez,Basic Mousepad,2,24.69,CallCenter
Camila,Diaz,Cafetal Cuchillo,1,121.19,Tienda
Sofia,Rodriguez,Eco Estante,2,4.42,CallCenter
Carlos,Martinez,Golden Microfono,3,195.24,Distribuidor
Jorge,Ramirez,Cafe Carpeta,2,51.25,Marketplace
Carlos,Sanchez,Sierra Cinta,2,27.58,Ecommerce
Jorge,Rodriguez,Royal Mesa,4,150.93,Tienda
Ana,Rodriguez,Cacao Termo,5,43.07,Distribuidor
Maria,Gonzalez,Aqua Chocolate,5,107.4,Marketplace
Ana,Rodriguez,Fresh Patin,3,29.8,Ecommerce
Carlos,Rodriguez,Nova Cinta,3,248.17,Marketplace
Ana,Sanchez,Basic Botella,4,78.14,Ecommerce
Luisa,Perez,Bright Marcador,3,118.2,Ecommerce
Camila,Lopez,Cordillera Afeitadora,1,96.98,Ecommerce
Andres,Ramirez,Bright Pantalon,4,21.63,Tienda
Jorge,Sanchez,Andes Mesa,4,62.92,CallCenter
Juan,Sanchez,Active Copa,2,41.8,CallCenter
Carlos,Rodriguez,Pacifica Sacapuntas,2,111.87,Marketplace
juan,diaz,Silver Biberon,1,65.47,Ecommerce
Luisa,Hernandez,Omega Microfono,4,3.37,Distribuidor
Ana,Perez,Bright Marcador,4,118.2,Distribuidor
Sofia,Sanchez,Plus Drone,2,338.34,Distribuidor
Pedro,Ramirez,Paisa ProtectorSolar,5,203.15,Ecommerce
Juan,Perez,Smart Carpa,5,89.31,Ecommerce
Juan,Diaz,Selva Parlante,2,160.35,Tienda
Juan,Garcia,Basic Cereal,3,99.38,Marketplace
Pedro,Rodriguez,Sierra Botella,4,4.25,Tienda
Jorge,Sanchez,Cafetal Cuaderno,1,12.6,Distribuidor
Juan,Garcia,Nano Mochila,5,94.31,Tienda
Ana,Ramirez,Eco Silla,3,52.66,Distribuidor
Jorge,Gonzalez,Nova ProtectorSolar,4,119.22,Ecommerce
Andres,Perez,Cordillera Sacapuntas,3,37.47,Marketplace
Sofia,Gonzalez,Royal Papel,4,2.89,Marketplace
ana,hernandez,Omega Talonario,4,106.85,Distribuidor
Luisa,Sanchez,Andes Sarten,2,83.71,CallCenter
Sofia,Sanchez,Active Tripode,2,60.0,Tienda
Carlos,Sanchez,Selva Olla,1,48.7,CallCenter
Maria,Lopez,Silver Auriculares,1,144.67,CallCenter
Carlos,Hernandez,Lite Muñeco,3,21.54,Ecommerce
Carlos,Garcia,Basic Tijera,2,92.43,Marketplace
Camila,Martinez,Pacifica Perfume,4,83.46,Ecommerce
Andres,Hernandez,Royal Lampara,2,9.98,Distribuidor
Pedro,Sanchez,Active PowerBank,4,353.6,Tienda
Juan,Gonzalez,Crystal Linterna,2,191.07,CallCenter
Luisa,Lopez,Oro Colchoneta,4,72.82,CallCenter
Maria,Perez,Elite Cuchillo,3,435.01,CallCenter
Andres,Ramirez,Giga Estante,2,64.22,Ecommerce
Pedro,Gonzalez,Golden Silla,5,64.92,CallCenter
Sofia,Rodriguez,Flex Mesa,5,41.16,Tienda
Carlos,Rodriguez,Golden Gorra,4,66.15,Ecommerce
Jorge,Ramirez,Basic Monitor,3,246.1,Ecommerce
Pedro,Sanchez,Sabana Regla,4,127.72,Marketplace
Luisa,Ramirez,Max Extensor,3,110.33,Ecommerce
Maria,Sanchez,Active Guitarra,1,60.9,Tienda
Sofia,Diaz,Pacifica Biberon,2,95.52,CallCenter
Luisa,Rodriguez,Bright Cuchillo,3,825.4,Tienda
Carlos,Martinez,Fresh Maceta,4,99.35,Ecommerce
Andres,Sanchez,Quick Gorra,1,104.3,CallCenter
Luisa,Diaz,Eco Colchoneta,4,30.67,CallCenter
Andres,Perez,Giga Webcam,5,21.48,Distribuidor
Jorge,Martinez,Flex Drone,5,32.43,Tienda
Pedro,Rodriguez,Max Plancha,2,19.31,Tienda
Pedro,Perez,Active Bicicleta,2,82.33,Marketplace
Maria,Lopez,Selva Cuaderno,1,14.67,Ecommerce
Carlos,Garcia,Quick Cafetera,5,612.46,Ecommerce
Sofia,Rodriguez,Nano Maceta,3,347.18,Marketplace
Camila,Garcia,Basic Lampara,5,42.23,Distribuidor
maria,ramirez,Aero Chocolate,2,7.76,Marketplace
Jorge,Lopez,Oro Marcador,4,10.31,Tienda
Pedro,Hernandez,Pacifica Drone,1,19.4,CallCenter
Camila,Gonzalez,Bosque Maceta,5,17.99,Ecommerce
maria,perez,Montana Estante,3,104.07,Distribuidor
Ana,Rodriguez,Pacifica Agenda,3,250.48,CallCenter
Sofia,Sanchez,Silver Tenedor,3,230.91,CallCenter
Ana,Diaz,Pacifica PowerBank,1,189.98,Tienda
Pedro,Garcia,Andino Colchoneta,3,124.05,CallCenter
Pedro,Hernandez,Cafetal Drone,3,57.54,Ecommerce
Camila,Hernandez,Omega Parlante,5,37.72,Ecommerce
Maria,Martinez,Rio Jabon,1,309.21,Ecommerce
Ana,Hernandez,Opti Toalla,4,26.13,Marketplace
Pedro,Gonzalez,Royal Cepillo,4,17.9,Distribuidor
Maria,Rodriguez,Nano Guante,3,69.73,CallCenter
Camila,Diaz,Pro Chocolate,2,897.22,Marketplace
Juan,Diaz,Power Cepillo,1,16.71,Marketplace
Andres,Gonzalez,Magna Tripode,2,54.64,Marketplace
Camila,Ramirez,Llanero Sacapuntas,1,132.37,Ecommerce
Ana,Hernandez,Max Perfume,1,83.65,Ecommerce
Carlos,Perez,Omega Afeitadora,5,171.34,Tienda
Jorge,Diaz,Plus Carpeta,3,29.58,Ecommerce
Camila,Hernandez,Oro Chocolate,5,258.97,Tienda
Luisa,Ramirez,Cool Router,2,23.8,Tienda
Ana,Garcia,Flex Auriculares,2,6.64,CallCenter
Pedro,Martinez,Eco Monitor,4,76.09,CallCenter
Carlos,Martinez,Cafe Chaqueta,5,12.27,CallCenter
Sofia,Sanchez,Pro Balon,5,89.42,Distribuidor
Juan,Sanchez,Eco Gorra,5,28.86,Ecommerce
Juan,Perez,Paisa Router,4,113.82,Tienda
Camila,Diaz,Smart Webcam,5,18.84,Distribuidor
Sofia,Sanchez,Sierra Silla,5,703.36,CallCenter
jorge,gonzalez,Smart Monitor,5,62.48,Tienda
Maria,Gonzalez,Smart Muñeco,5,405.93,Distribuidor
Ana,Martinez,Selva Rompecabezas,2,167.73,Distribuidor
Maria,Ramirez,Paisa Patin,3,226.73,Marketplace
Jorge,Sanchez,Nano Sacapuntas,2,40.87,Marketplace
Juan,Martinez,Paisa Mousepad,5,7.59,Tienda
Jorge,Rodriguez,Cordillera Botella,1,64.02,Ecommerce
Sofia,Gonzalez,Silver Bicicleta,1,67.35,Distribuidor
Maria,Martinez,Flex Tripode,4,748.67,CallCenter
Camila,Sanchez,Bosque Mochila,2,63.97,Marketplace
Camila,Lopez,Cafe Telefono,4,93.81,Tienda
Sofia,Lopez,Aqua Tenedor,4,100.3,CallCenter
Sofia,Perez,Selva Sarten,1,152.32,Tienda
Carlos,Hernandez,Sierra Balanza,2,235.13,Ecommerce
Maria,Sanchez,Lite Muñeco,3,21.54,Distribuidor
Maria,Sanchez,Paisa Pantalon,2,71.16,Ecommerce
Jorge,Gonzalez,Quick Mesa,4,164.25,CallCenter
Carlos,Perez,Neo Carpa,5,19.89,Tienda
Juan,Garcia,Prime Maceta,4,51.2,Distribuidor
camila,rodriguez,Alpha Cafetera,2,159.68,CallCenter
Camila,Perez,Cool Cuaderno,1,281.47,CallCenter
Sofia,Ramirez,Sabana Monitor,2,40.63,Marketplace
Camila,Lopez,Selva Estante,3,155.07,Tienda
Carlos,Diaz,Sierra Colchoneta,5,25.1,CallCenter
Andres,Rodriguez,Omega Resaltador,5,8.67,Marketplace
Jorge,Ramirez,Omega Linterna,4,205.73,Tienda
Pedro,Garcia,Cielo Plato,2,235.95,Tienda
Ana,Martinez,Andino Afeitadora,1,31.5,CallCenter
Camila,Sanchez,Nova Linterna,3,100.48,Distribuidor
Luisa,Martinez,Bosque Cafetera,4,43.37,Tienda
Sofia,Diaz,Prime Webcam,2,121.49,CallCenter
Carlos,Hernandez,Omega Semilla,1,40.03,Ecommerce
Maria,Martinez,Fresh Cargador,2,6.34,CallCenter
Juan,Martinez,Fresh Sacapuntas,1,141.21,Marketplace
Andres,Gonzalez,Omega Parlante,2,37.72,Tienda
Sofia,Perez,Omega Talonario,2,106.85,Distribuidor
Jorge,Garcia,Max Microfono,4,28.88,CallCenter
Andres,Sanchez,Royal Regla,2,29.79,Ecommerce
Camila,Hernandez,Nova Boligrafo,2,292.73,Tienda
Jorge,Diaz,Smart Jabon,4,25.09,Distribuidor
Pedro,Perez,Plus Monitor,4,34.56,Distribuidor
Maria,Ramirez,Golden Marcador,5,60.41,CallCenter
Andres,Perez,Pacifica ProtectorSolar,5,132.8,Ecommerce
Camila,Martinez,Cielo Cinta,4,75.11,Distribuidor
Maria,Martinez,Bright PowerBank,3,195.7,Ecommerce
Ana,Lopez,Cafe Toalla,1,24.66,Tienda
Camila,Diaz,Flex Cuaderno,4,10.71,Marketplace
Camila,Diaz,Nano Gorra,5,81.09,Tienda
Jorge,Garcia,Max Auriculares,2,80.16,Tienda
Jorge,Rodriguez,Lago Shampoo,4,225.19,Ecommerce
luisa,ramirez,Andino Sacapuntas,4,5.61,Tienda
Camila,Hernandez,Opti Camisa,5,188.31,Ecommerce
Luisa,Martinez,Crystal Monitor,5,43.0,Distribuidor
Pedro,Garcia,Lago Colchoneta,3,26.66,Distribuidor
Andres,Garcia,Andes Mochila,5,47.6,Ecommerce
Andres,Hernandez,Cacao Camisa,5,36.13,Distribuidor
Andres,Garcia,Oro Bicicleta,5,18.94,Ecommerce
Juan,Perez,Cool Guante,2,52.62,Tienda
Andres,Garcia,Rio Pegante,4,167.03,Marketplace
Carlos,Diaz,Cordillera Raqueta,4,668.73,Marketplace
Andres,Lopez,Metro Mousepad,5,143.4,Distribuidor
Jorge,Hernandez,Cafetal Mouse,3,30.2,Distribuidor
Pedro,Ramirez,Prime Balanza,5,12.8,Ecommerce
Jorge,Diaz,Basic Cargador,3,123.84,Ecommerce
Carlos,Hernandez,Mini Gorra,4,17.6,Tienda
Carlos,Hernandez,Pacifica Cuchillo,3,150.42,Marketplace
Carlos,Martinez,Selva Afeitadora,3,135.83,Ecommerce
Carlos,Martinez,Bosque Mousepad,1,50.67,Ecommerce
Andres,Ramirez,Cafe Estante,3,47.64,CallCenter
Sofia,Gonzalez,Pro Cuchillo,3,82.81,Tienda
Luisa,Lopez,Montana Chaqueta,2,1.87,Tienda
Carlos,Martinez,Fresh Guitarra,4,14.94,Tienda
Ana,Gonzalez,Flex Sacapuntas,5,39.85,CallCenter
Pedro,Sanchez,Andino Cuaderno,1,63.45,CallCenter
Andres,Perez,Cool Cereal,3,88.39,CallCenter
Luisa,Rodriguez,Silver Auriculares,2,144.67,Marketplace
Jorge,Hernandez,Sabana Archivador,2,189.19,Ecommerce
Ana,Diaz,Power Termo,5,153.62,Tienda
Jorge,Sanchez,Golden Marcador,5,60.41,Ecommerce
Pedro,Gonzalez,Aero Colchoneta,4,76.03,Ecommerce
Sofia,Perez,Sabana Resaltador,3,704.53,Marketplace
Pedro,Gonzalez,Oro Carpa,2,440.54,Distribuidor
Maria,Perez,Magna Carpa,1,19.21,Distribuidor
Juan,Hernandez,Andino Bicicleta,4,45.06,Marketplace
Andres,Ramirez,Power Mochila,3,142.55,Ecommerce
Camila,Martinez,Opti Sacapuntas,5,55.04,Tienda
Camila,Martinez,Bright Drone,3,18.98,CallCenter
Maria,Diaz,Bright Pegante,5,176.58,Marketplace
Carlos,Martinez,Basic Tijera,3,92.43,Ecommerce
Pedro,Garcia,Flex Tambor,1,68.45,Distribuidor
Pedro,Diaz,Montana Drone,4,10.08,Tienda
Jorge,Gonzalez,Alpha Parlante,5,25.8,Marketplace
Luisa,Garcia,Alpha Telefono,1,134.28,Tienda
Ana,Sanchez,Quick Monitor,2,129.67,CallCenter
Luisa,Gonzalez,Cacao Cinta,1,44.63,Ecommerce
Andres,Sanchez,Omega Rompecabezas,1,187.82,Tienda
Camila,Ramirez,Basic Switch,1,105.52,Distribuidor
Juan,Rodriguez,Active Auriculares,5,19.38,Marketplace
Camila,Lopez,Oro Cargador,2,32.12,CallCenter
Andres,Hernandez,Alpha Microfono,4,303.13,CallCenter
Pedro,Sanchez,Royal Regla,1,29.79,Ecommerce
Camila,Rodriguez,Magna Webcam,5,12.9,CallCenter
Sofia,Garcia,Cool Mouse,5,235.86,Ecommerce
Pedro,Gonzalez,Cafetal Biberon,4,104.37,CallCenter
sofia,gonzalez,Cielo Regla,3,63.17,Ecommerce
Camila,Sanchez,Andino Mouse,2,277.31,CallCenter
Juan,Diaz,Opti Camisa,2,188.31,CallCenter
Sofia,Diaz,Elite Toalla,1,125.25,Distribuidor
Ana,Diaz,Lite Sacapuntas,3,176.44,Tienda
